Episode,Reward,Length,TotalSteps
265,63.285201,200,53201
266,65.612231,200,53401
267,66.810479,200,53601
268,63.992058,200,53801
269,65.409581,200,54001
270,66.728307,200,54201
271,65.248458,200,54401
272,63.033657,200,54601
273,64.365737,200,54801
274,65.409253,200,55001
275,66.786694,200,55201
276,66.441733,200,55401
277,63.433033,200,55601
278,66.31585,200,55801
279,66.232797,200,56001
280,67.233584,200,56201
281,66.6453,200,56401
282,65.353148,200,56601
283,66.973617,200,56801
284,66.422001,200,57001
285,66.455324,200,57201
286,66.75385,200,57401
287,67.752775,200,57601
288,67.261294,200,57801
289,65.772259,200,58001
290,62.658753,200,58201
291,65.785763,200,58401
292,63.728671,200,58601
293,66.952223,200,58801
294,64.727718,200,59001
295,64.151668,200,59201
296,60.007356,200,59401
297,65.07344,200,59601
298,65.330266,200,59801
299,62.218946,200,60001
300,65.493098,200,60201
301,64.579472,200,60401
302,66.906128,200,60601
303,66.636372,200,60801
304,61.900721,200,61001
305,66.905215,200,61201
306,65.579046,200,61401
307,63.770668,200,61601
308,64.213086,200,61801
309,65.40118,200,62001
310,65.988681,200,62201
311,66.811529,200,62401
312,59.823411,200,62601
313,67.544935,200,62801
314,66.10112,200,63001
315,64.697806,200,63201
316,67.039344,200,63401
317,66.538103,200,63601
318,60.826966,200,63801
319,64.122999,200,64001
320,68.008881,200,64201
321,65.813798,200,64401
322,66.501621,200,64601
323,66.426623,200,64801
324,65.580787,200,65001
325,66.07575,200,65201
326,65.780605,200,65401
327,65.391499,200,65601
328,65.472679,200,65801
329,65.945716,200,66001
330,67.278286,200,66201
331,61.91919,200,66401
332,62.021353,200,66601
333,66.094083,200,66801
334,67.095905,200,67001
335,67.580681,200,67201
336,67.812298,200,67401
337,62.227105,200,67601
338,63.25201,200,67801
339,64.109367,200,68001
340,67.081661,200,68201
341,65.340369,200,68401
342,66.292391,200,68601
343,67.03985,200,68801
344,67.027369,200,69001
345,68.059916,200,69201
346,65.634922,200,69401
347,67.220207,200,69601
348,66.034491,200,69801
349,66.692313,200,70001
350,65.907261,200,70201
351,63.428498,200,70401
352,67.48508,200,70601
353,66.004129,200,70801
354,65.393313,200,71001
355,66.494088,200,71201
356,67.849379,200,71401
357,65.944129,200,71601
358,64.745104,200,71801
359,66.002162,200,72001
360,66.375844,200,72201
361,65.935536,200,72401
362,67.37428,200,72601
363,64.234942,200,72801
364,67.52126,200,73001
365,64.37317,200,73201
366,61.620908,200,73401
367,66.883435,200,73601
368,66.622888,200,73801
369,66.488444,200,74001
370,67.062751,200,74201
371,67.112299,200,74401
372,67.177926,200,74601
373,67.408032,200,74801
374,66.816325,200,75001
375,66.370176,200,75201
376,65.871517,200,75401
377,68.174871,200,75601
378,67.517311,200,75801
379,66.952601,200,76001
380,65.370619,200,76201
381,67.236245,200,76401
382,67.818488,200,76601
383,67.176591,200,76801
384,66.035412,200,77001
385,67.643419,200,77201
386,65.55889,200,77401
387,67.37844,200,77601
388,66.783195,200,77801
389,62.829525,200,78001
390,67.720922,200,78201
391,66.134931,200,78401
392,66.864789,200,78601
393,62.176331,200,78801
394,68.365086,200,79001
395,68.209127,200,79201
396,68.202394,200,79401
397,66.486462,200,79601
398,66.316558,200,79801
399,66.891987,200,80001
400,67.198783,200,80201
401,67.074982,200,80401
402,67.073363,200,80601
403,64.716078,200,80801
404,66.900295,200,81001
405,66.219079,200,81201
406,68.100309,200,81401
407,68.207848,200,81601
408,66.520729,200,81801
409,66.609886,200,82001
410,66.049041,200,82201
411,63.637747,200,82401
412,68.182752,200,82601
413,68.406879,200,82801
414,67.745484,200,83001
415,66.027223,200,83201
416,66.54157,200,83401
417,65.509729,200,83601
418,67.152956,200,83801
419,67.67995,200,84001
420,65.806515,200,84201
421,64.968972,200,84401
422,66.525512,200,84601
423,66.65764,200,84801
424,67.406098,200,85001
425,66.663689,200,85201
426,66.419763,200,85401
427,66.92555,200,85601
428,66.549904,200,85801
429,65.279179,200,86001
430,67.636822,200,86201
431,67.669645,200,86401
432,66.741645,200,86601
433,67.53544,200,86801
434,65.236272,200,87001
435,68.306437,200,87201
436,66.552995,200,87401
437,68.066985,200,87601
438,67.45943,200,87801
439,67.202263,200,88001
440,67.203376,200,88201
441,67.024593,200,88401
442,68.190514,200,88601
443,65.343304,200,88801
444,65.185324,200,89001
445,66.014993,200,89201
446,67.899732,200,89401
447,67.831707,200,89601
448,67.401074,200,89801
449,66.60615,200,90001
450,65.243322,200,90201
451,66.901647,200,90401
452,67.891786,200,90601
453,66.909151,200,90801
454,68.134139,200,91001
455,68.559647,200,91201
456,68.119657,200,91401
457,67.689058,200,91601
458,67.442179,200,91801
459,67.669081,200,92001
460,67.267786,200,92201
461,68.117307,200,92401
462,66.272797,200,92601
463,66.156298,200,92801
464,67.33171,200,93001
465,67.650029,200,93201
466,68.45755,200,93401
467,68.061709,200,93601
468,67.498584,200,93801
469,66.401894,200,94001
470,68.829418,200,94201
471,68.054607,200,94401
472,67.513654,200,94601
473,67.525116,200,94801
474,67.292522,200,95001
475,66.658397,200,95201
476,68.523483,200,95401
477,67.123693,200,95601
478,68.530324,200,95801
479,68.823982,200,96001
480,67.991475,200,96201
481,67.862387,200,96401
482,65.444401,200,96601
483,66.930812,200,96801
484,68.321253,200,97001
485,66.572404,200,97201
486,68.415768,200,97401
487,67.534845,200,97601
488,68.739716,200,97801
489,68.360168,200,98001
490,66.779187,200,98201
491,67.362187,200,98401
492,67.911189,200,98601
