Episode,Reward,Length,TotalSteps
615,-0.374146,2,4491
616,-0.337972,10,4501
617,0.030113,5,4506
618,-0.687774,8,4514
619,-0.276248,9,4523
620,-1.872356,12,4535
621,-0.347,5,4540
622,-0.365047,3,4543
623,0.007449,2,4545
624,-1.120871,8,4553
625,-0.046297,4,4557
626,-0.39219,5,4562
627,0.038206,4,4566
628,-0.308895,7,4573
629,-0.369882,7,4580
630,-0.766157,4,4584
631,-0.35344,5,4589
632,-0.321703,5,4594
633,-0.29783,8,4602
634,-0.287529,11,4613
635,-0.818692,5,4618
636,-0.769005,8,4626
637,-1.040427,13,4639
638,-0.314891,7,4646
639,-0.344258,4,4650
640,-0.361006,5,4655
641,-0.792278,6,4661
642,0.045231,7,4668
643,0.004398,2,4670
644,-0.373744,4,4674
645,-0.679764,15,4689
646,0.043722,5,4694
647,-0.335793,6,4700
648,-0.012092,1,4701
649,-0.363006,7,4708
650,0.059389,8,4716
651,-0.365197,6,4722
652,-0.000713,1,4723
653,-0.667836,10,4733
654,-0.736247,7,4740
655,-0.352147,7,4747
656,-0.405135,6,4753
657,-0.350055,4,4757
658,0.046743,3,4760
659,-0.735359,14,4774
660,-0.400165,4,4778
661,-0.714792,9,4787
662,-0.338569,13,4800
663,-1.776993,22,4822
664,-0.749696,17,4839
665,-1.840946,19,4858
666,0.046486,4,4862
667,-0.72979,5,4867
668,-0.272715,9,4876
669,-1.962731,9,4885
670,0.044998,4,4889
671,0.049769,5,4894
672,0.023747,3,4897
673,0.054689,5,4902
674,0.069128,6,4908
675,0.007878,2,4910
676,0.165757,13,4923
677,-1.13783,14,4937
678,-0.375951,5,4942
679,0.006548,1,4943
680,0.05458,6,4949
681,0.017375,1,4950
682,0.084767,9,4959
683,-0.750523,8,4967
684,-0.712092,8,4975
685,0.024921,2,4977
686,-0.330416,12,4989
687,0.021066,3,4992
688,-0.756828,4,4996
689,-0.745975,4,5000
690,0.164695,15,5015
691,-0.816983,4,5019
692,-0.38739,7,5026
693,-0.302346,9,5035
694,0.01374,2,5037
695,-0.753412,5,5042
696,0.040371,4,5046
697,0.007915,7,5053
698,0.002746,1,5054
699,-0.352598,5,5059
700,-0.390751,9,5068
701,-0.001332,1,5069
702,-0.31116,6,5075
703,-0.807662,4,5079
704,-0.388227,3,5082
705,-0.376998,6,5088
706,0.033923,5,5093
707,-0.328188,7,5100
708,0.031902,3,5103
709,0.034647,3,5106
710,0.079894,7,5113
711,-0.512745,18,5131
712,-0.372993,5,5136
713,0.030537,6,5142
714,-1.558262,12,5154
715,0.013847,1,5155
716,-0.701911,7,5162
717,-0.367429,6,5168
718,-1.371796,19,5187
719,0.003049,3,5190
720,0.011974,4,5194
721,-1.178918,14,5208
722,-0.284567,10,5218
723,-0.293627,7,5225
724,-0.673776,11,5236
725,0.024538,5,5241
726,0.093405,6,5247
727,-1.976928,8,5255
728,-0.700213,6,5261
729,-1.153616,5,5266
730,-0.396268,3,5269
731,-0.363657,9,5278
732,-0.74371,8,5286
733,-0.305212,8,5294
734,0.067609,5,5299
735,-0.271546,8,5307
736,-1.121912,11,5318
737,-0.412287,5,5323
738,-0.383398,5,5328
739,-0.397827,4,5332
740,-0.00365,3,5335
741,-0.404297,4,5339
742,-0.314518,9,5348
743,-0.005258,3,5351
744,-0.351066,7,5358
745,-0.347223,5,5363
746,0.019185,1,5364
747,0.08499,6,5370
748,-0.356663,6,5376
749,-0.017334,1,5377
750,-0.39036,6,5383
751,-0.139521,7,5390
752,-0.334664,14,5404
753,-0.771759,3,5407
754,-0.342105,4,5411
755,-0.781904,11,5422
756,-0.445314,8,5430
757,0.044812,3,5433
758,-1.128982,7,5440
